,class,count,sum,aspect,elevation_below,year_month,season,percent_snow_cover,km2_snow,km2_all,year,month
40,90_4000,20,17,90,4000,2017-12,2017,0.85,0.17000000000000004,0.20000000000000004,2017,12
41,270_2000,35246,30133,270,2000,2017-12,2017,0.8549338932077399,301.33000000000004,352.4600000000001,2017,12
42,315_1500,63820,38564,315,1500,2017-12,2017,0.6042619868379818,385.6400000000001,638.2000000000002,2017,12
43,180_2000,33139,29890,180,2000,2017-12,2017,0.901958417574459,298.90000000000003,331.39000000000004,2017,12
44,180_4500,0,0,180,4500,2017-12,2017,,0.0,0.0,2017,12
45,45_3500,3164,3047,45,3500,2017-12,2017,0.9630214917825537,30.470000000000006,31.640000000000008,2017,12
46,0_1500,65477,40024,0,1500,2017-12,2017,0.6112680788673885,400.24000000000007,654.7700000000001,2017,12
47,270_1500,49944,34354,270,1500,2017-12,2017,0.6878503924395323,343.5400000000001,499.4400000000001,2017,12
48,90_3500,2915,2690,90,3500,2017-12,2017,0.9228130360205832,26.900000000000006,29.150000000000006,2017,12
49,135_3500,2452,2011,135,3500,2017-12,2017,0.8201468189233279,20.110000000000003,24.520000000000003,2017,12
50,315_3000,15789,14885,315,3000,2017-12,2017,0.9427449490151372,148.85000000000002,157.89000000000004,2017,12
51,0_3000,15932,15059,0,3000,2017-12,2017,0.9452046196334422,150.59000000000003,159.32000000000002,2017,12
52,225_2000,27108,24213,225,2000,2017-12,2017,0.8932049579459937,242.13000000000005,271.08000000000004,2017,12
53,270_3000,14820,13669,270,3000,2017-12,2017,0.9223346828609986,136.69000000000003,148.20000000000002,2017,12
54,45_4000,7,7,45,4000,2017-12,2017,1.0,0.07,0.07,2017,12
55,225_4500,0,0,225,4500,2017-12,2017,,0.0,0.0,2017,12
0,180_3000,11089,10568,180,3000,2018-01,2017,0.9530165028406529,105.68000000000002,110.89000000000001,2018,01
1,45_2500,26276,25834,45,2500,2018-01,2017,0.9831785659917796,258.34000000000003,262.76000000000005,2018,01
2,0_2500,26644,26076,0,2500,2018-01,2017,0.978681879597658,260.76000000000005,266.44000000000005,2018,01
3,180_1500,60409,34892,180,1500,2018-01,2017,0.5775960535681769,348.9200000000001,604.0900000000001,2018,01
4,135_2000,35129,31836,135,2000,2018-01,2017,0.9062597853625209,318.36000000000007,351.2900000000001,2018,01
5,0_4000,20,20,0,4000,2018-01,2017,1.0,0.20000000000000004,0.20000000000000004,2018,01
6,225_3000,12675,11844,225,3000,2018-01,2017,0.9344378698224852,118.44000000000003,126.75000000000003,2018,01
7,315_4000,25,24,315,4000,2018-01,2017,0.96,0.24000000000000005,0.25000000000000006,2018,01
8,135_4500,0,0,135,4500,2018-01,2017,,0.0,0.0,2018,01
9,90_4500,0,0,90,4500,2018-01,2017,,0.0,0.0,2018,01
10,225_1500,46051,24347,225,1500,2018-01,2017,0.5286964452454886,243.47000000000006,460.5100000000001,2018,01
11,90_2000,34105,30382,90,2000,2018-01,2017,0.8908371206567952,303.82000000000005,341.05000000000007,2018,01
12,270_2500,30397,29188,270,2500,2018-01,2017,0.9602263381254729,291.88000000000005,303.9700000000001,2018,01
13,315_2500,30520,29734,315,2500,2018-01,2017,0.9742463958060288,297.34000000000003,305.20000000000005,2018,01
14,45_3000,14562,14261,45,3000,2018-01,2017,0.9793297623952754,142.61,145.62000000000003,2018,01
15,270_4000,15,14,270,4000,2018-01,2017,0.9333333333333333,0.14,0.15000000000000002,2018,01
16,180_4000,14,10,180,4000,2018-01,2017,0.7142857142857143,0.10000000000000002,0.14,2018,01
17,45_1500,51376,21682,45,1500,2018-01,2017,0.42202584864528186,216.82000000000005,513.7600000000001,2018,01
18,180_2500,23532,22696,180,2500,2018-01,2017,0.9644739078701343,226.96000000000004,235.32000000000005,2018,01
19,135_1500,59707,35327,135,1500,2018-01,2017,0.5916726681963589,353.2700000000001,597.0700000000002,2018,01
20,0_3500,3387,3296,0,3500,2018-01,2017,0.9731325656923531,32.96000000000001,33.870000000000005,2018,01
21,225_4000,9,8,225,4000,2018-01,2017,0.8888888888888888,0.08000000000000002,0.09000000000000002,2018,01
22,90_1500,49408,27204,90,1500,2018-01,2017,0.5505990932642487,272.0400000000001,494.0800000000001,2018,01
23,135_3000,12382,12107,135,3000,2018-01,2017,0.9777903408173154,121.07000000000002,123.82000000000002,2018,01
24,45_4500,0,0,45,4500,2018-01,2017,,0.0,0.0,2018,01
25,225_2500,22701,21664,225,2500,2018-01,2017,0.9543191929870931,216.64000000000004,227.01000000000005,2018,01
26,270_3500,2746,2562,270,3500,2018-01,2017,0.932993445010925,25.620000000000005,27.460000000000004,2018,01
27,315_3500,3532,3409,315,3500,2018-01,2017,0.9651755379388448,34.09,35.32000000000001,2018,01
28,45_2000,32185,26841,45,2000,2018-01,2017,0.8339599192170266,268.41,321.8500000000001,2018,01
29,90_3000,13201,12841,90,3000,2018-01,2017,0.9727293386864632,128.41000000000003,132.01000000000002,2018,01
30,180_3500,2232,2074,180,3500,2018-01,2017,0.9292114695340502,20.740000000000006,22.320000000000004,2018,01
31,0_4500,0,0,0,4500,2018-01,2017,,0.0,0.0,2018,01
32,135_4000,14,10,135,4000,2018-01,2017,0.7142857142857143,0.10000000000000002,0.14,2018,01
33,90_2500,27594,27164,90,2500,2018-01,2017,0.9844169022251213,271.64000000000004,275.94000000000005,2018,01
34,135_2500,26251,25743,135,2500,2018-01,2017,0.9806483562530951,257.43000000000006,262.51000000000005,2018,01
35,315_2000,39226,28594,315,2000,2018-01,2017,0.7289552847601081,285.94000000000005,392.2600000000001,2018,01
36,0_2000,35456,27324,0,2000,2018-01,2017,0.7706453068592057,273.24000000000007,354.56000000000006,2018,01
37,270_4500,0,0,270,4500,2018-01,2017,,0.0,0.0,2018,01
38,315_4500,0,0,315,4500,2018-01,2017,,0.0,0.0,2018,01
39,225_3500,2280,2052,225,3500,2018-01,2017,0.9,20.520000000000003,22.800000000000004,2018,01
40,90_4000,20,14,90,4000,2018-01,2017,0.7,0.14,0.20000000000000004,2018,01
41,270_2000,35246,25774,270,2000,2018-01,2017,0.731260284855019,257.74000000000007,352.4600000000001,2018,01
42,315_1500,63820,22195,315,1500,2018-01,2017,0.34777499216546537,221.95000000000005,638.2000000000002,2018,01
43,180_2000,33139,29182,180,2000,2018-01,2017,0.8805938622167235,291.82000000000005,331.39000000000004,2018,01
44,180_4500,0,0,180,4500,2018-01,2017,,0.0,0.0,2018,01
45,45_3500,3164,3097,45,3500,2018-01,2017,0.9788242730720607,30.970000000000006,31.640000000000008,2018,01
46,0_1500,65477,22804,0,1500,2018-01,2017,0.34827496678222886,228.04000000000005,654.7700000000001,2018,01
47,270_1500,49944,20930,270,1500,2018-01,2017,0.4190693576806023,209.30000000000004,499.4400000000001,2018,01
48,90_3500,2915,2846,90,3500,2018-01,2017,0.9763293310463121,28.460000000000004,29.150000000000006,2018,01
49,135_3500,2452,2359,135,3500,2018-01,2017,0.9620717781402937,23.590000000000003,24.520000000000003,2018,01
50,315_3000,15789,15380,315,3000,2018-01,2017,0.974095889543353,153.80000000000004,157.89000000000004,2018,01
51,0_3000,15932,15700,0,3000,2018-01,2017,0.9854381119758976,157.00000000000003,159.32000000000002,2018,01
52,225_2000,27108,21734,225,2000,2018-01,2017,0.8017559392061384,217.34000000000003,271.08000000000004,2018,01
53,270_3000,14820,14116,270,3000,2018-01,2017,0.9524966261808367,141.16000000000003,148.20000000000002,2018,01
54,45_4000,7,6,45,4000,2018-01,2017,0.8571428571428571,0.06000000000000001,0.07,2018,01
55,225_4500,0,0,225,4500,2018-01,2017,,0.0,0.0,2018,01
0,180_3000,11089,10330,180,3000,2018-02,2017,0.9315537920461718,103.30000000000003,110.89000000000001,2018,02
1,45_2500,26276,25314,45,2500,2018-02,2017,0.9633886436291673,253.14000000000004,262.76000000000005,2018,02
2,0_2500,26644,25296,0,2500,2018-02,2017,0.9494069959465545,252.96000000000004,266.44000000000005,2018,02
3,180_1500,60409,41893,180,1500,2018-02,2017,0.6934893807214156,418.93000000000006,604.0900000000001,2018,02
4,135_2000,35129,30955,135,2000,2018-02,2017,0.8811807907996242,309.55000000000007,351.2900000000001,2018,02
5,0_4000,20,20,0,4000,2018-02,2017,1.0,0.20000000000000004,0.20000000000000004,2018,02
6,225_3000,12675,11671,225,3000,2018-02,2017,0.9207889546351085,116.71000000000002,126.75000000000003,2018,02
7,315_4000,25,23,315,4000,2018-02,2017,0.92,0.23000000000000004,0.25000000000000006,2018,02
8,135_4500,0,0,135,4500,2018-02,2017,,0.0,0.0,2018,02
9,90_4500,0,0,90,4500,2018-02,2017,,0.0,0.0,2018,02
10,225_1500,46051,32219,225,1500,2018-02,2017,0.699637358580704,322.19000000000005,460.5100000000001,2018,02
11,90_2000,34105,29797,90,2000,2018-02,2017,0.8736842105263158,297.9700000000001,341.05000000000007,2018,02
12,270_2500,30397,28550,270,2500,2018-02,2017,0.939237424745863,285.50000000000006,303.9700000000001,2018,02
13,315_2500,30520,28827,315,2500,2018-02,2017,0.9445281782437746,288.27000000000004,305.20000000000005,2018,02
14,45_3000,14562,13973,45,3000,2018-02,2017,0.9595522593050405,139.73000000000002,145.62000000000003,2018,02
15,270_4000,15,13,270,4000,2018-02,2017,0.8666666666666667,0.13000000000000003,0.15000000000000002,2018,02
16,180_4000,14,8,180,4000,2018-02,2017,0.5714285714285714,0.08000000000000002,0.14,2018,02
17,45_1500,51376,36153,45,1500,2018-02,2017,0.7036943319838057,361.5300000000001,513.7600000000001,2018,02
18,180_2500,23532,22224,180,2500,2018-02,2017,0.944416114227435,222.24000000000004,235.32000000000005,2018,02
19,135_1500,59707,42219,135,1500,2018-02,2017,0.7071030197464284,422.19000000000005,597.0700000000002,2018,02
20,0_3500,3387,3240,0,3500,2018-02,2017,0.9565987599645704,32.400000000000006,33.870000000000005,2018,02
21,225_4000,9,9,225,4000,2018-02,2017,1.0,0.09000000000000002,0.09000000000000002,2018,02
22,90_1500,49408,36650,90,1500,2018-02,2017,0.7417827072538861,366.50000000000006,494.0800000000001,2018,02
23,135_3000,12382,11894,135,3000,2018-02,2017,0.9605879502503635,118.94000000000003,123.82000000000002,2018,02
24,45_4500,0,0,45,4500,2018-02,2017,,0.0,0.0,2018,02
25,225_2500,22701,21272,225,2500,2018-02,2017,0.9370512312232941,212.72000000000003,227.01000000000005,2018,02
26,270_3500,2746,2443,270,3500,2018-02,2017,0.8896576839038601,24.430000000000003,27.460000000000004,2018,02
27,315_3500,3532,3308,315,3500,2018-02,2017,0.9365798414496036,33.080000000000005,35.32000000000001,2018,02
28,45_2000,32185,26367,45,2000,2018-02,2017,0.8192325617523691,263.6700000000001,321.8500000000001,2018,02
29,90_3000,13201,12598,90,3000,2018-02,2017,0.9543216422998257,125.98000000000002,132.01000000000002,2018,02
30,180_3500,2232,1965,180,3500,2018-02,2017,0.8803763440860215,19.650000000000002,22.320000000000004,2018,02
31,0_4500,0,0,0,4500,2018-02,2017,,0.0,0.0,2018,02
32,135_4000,14,11,135,4000,2018-02,2017,0.7857142857142857,0.11000000000000001,0.14,2018,02
33,90_2500,27594,26763,90,2500,2018-02,2017,0.9698847575559905,267.63000000000005,275.94000000000005,2018,02
34,135_2500,26251,25388,135,2500,2018-02,2017,0.9671250619024038,253.88000000000005,262.51000000000005,2018,02
35,315_2000,39226,29847,315,2000,2018-02,2017,0.7608983837250803,298.4700000000001,392.2600000000001,2018,02
36,0_2000,35456,27388,0,2000,2018-02,2017,0.7724503610108303,273.88000000000005,354.56000000000006,2018,02
37,270_4500,0,0,270,4500,2018-02,2017,,0.0,0.0,2018,02
38,315_4500,0,0,315,4500,2018-02,2017,,0.0,0.0,2018,02
39,225_3500,2280,1926,225,3500,2018-02,2017,0.8447368421052631,19.260000000000005,22.800000000000004,2018,02
40,90_4000,20,16,90,4000,2018-02,2017,0.8,0.16000000000000003,0.20000000000000004,2018,02
41,270_2000,35246,27581,270,2000,2018-02,2017,0.7825285138739148,275.81000000000006,352.4600000000001,2018,02
42,315_1500,63820,40117,315,1500,2018-02,2017,0.6285960513945472,401.1700000000001,638.2000000000002,2018,02
43,180_2000,33139,28508,180,2000,2018-02,2017,0.8602552883309695,285.08000000000004,331.39000000000004,2018,02
44,180_4500,0,0,180,4500,2018-02,2017,,0.0,0.0,2018,02
45,45_3500,3164,3029,45,3500,2018-02,2017,0.9573324905183312,30.290000000000006,31.640000000000008,2018,02
46,0_1500,65477,43026,0,1500,2018-02,2017,0.6571162392901324,430.2600000000001,654.7700000000001,2018,02
47,270_1500,49944,33608,270,1500,2018-02,2017,0.6729136633028993,336.08000000000004,499.4400000000001,2018,02
48,90_3500,2915,2773,90,3500,2018-02,2017,0.9512864493996569,27.730000000000004,29.150000000000006,2018,02
49,135_3500,2452,2264,135,3500,2018-02,2017,0.9233278955954323,22.640000000000004,24.520000000000003,2018,02
50,315_3000,15789,15148,315,3000,2018-02,2017,0.9594021153967952,151.48000000000002,157.89000000000004,2018,02
51,0_3000,15932,15425,0,3000,2018-02,2017,0.9681772533266382,154.25000000000003,159.32000000000002,2018,02
52,225_2000,27108,22146,225,2000,2018-02,2017,0.816954404603807,221.46000000000004,271.08000000000004,2018,02
53,270_3000,14820,13749,270,3000,2018-02,2017,0.9277327935222672,137.49000000000004,148.20000000000002,2018,02
54,45_4000,7,7,45,4000,2018-02,2017,1.0,0.07,0.07,2018,02
55,225_4500,0,0,225,4500,2018-02,2017,,0.0,0.0,2018,02
0,180_3000,11089,8622,180,3000,2018-03,2017,0.7775272792857787,86.22000000000001,110.89000000000001,2018,03
1,45_2500,26276,23203,45,2500,2018-03,2017,0.8830491703455625,232.03000000000006,262.76000000000005,2018,03
2,0_2500,26644,23901,0,2500,2018-03,2017,0.8970499924936196,239.01000000000005,266.44000000000005,2018,03
3,180_1500,60409,24604,180,1500,2018-03,2017,0.4072903044248374,246.04000000000005,604.0900000000001,2018,03
4,135_2000,35129,31050,135,2000,2018-03,2017,0.8838851091690626,310.50000000000006,351.2900000000001,2018,03
5,0_4000,20,19,0,4000,2018-03,2017,0.95,0.19000000000000003,0.20000000000000004,2018,03
6,225_3000,12675,9794,225,3000,2018-03,2017,0.7727021696252465,97.94000000000001,126.75000000000003,2018,03
7,315_4000,25,20,315,4000,2018-03,2017,0.8,0.20000000000000004,0.25000000000000006,2018,03
8,135_4500,0,0,135,4500,2018-03,2017,,0.0,0.0,2018,03
9,90_4500,0,0,90,4500,2018-03,2017,,0.0,0.0,2018,03
10,225_1500,46051,21897,225,1500,2018-03,2017,0.4754945603787106,218.97000000000006,460.5100000000001,2018,03
11,90_2000,34105,29904,90,2000,2018-03,2017,0.8768215804134292,299.0400000000001,341.05000000000007,2018,03
12,270_2500,30397,26263,270,2500,2018-03,2017,0.8639997368161332,262.63000000000005,303.9700000000001,2018,03
13,315_2500,30520,27153,315,2500,2018-03,2017,0.8896788990825688,271.53000000000003,305.20000000000005,2018,03
14,45_3000,14562,11147,45,3000,2018-03,2017,0.765485510232111,111.47000000000003,145.62000000000003,2018,03
15,270_4000,15,10,270,4000,2018-03,2017,0.6666666666666666,0.10000000000000002,0.15000000000000002,2018,03
16,180_4000,14,10,180,4000,2018-03,2017,0.7142857142857143,0.10000000000000002,0.14,2018,03
17,45_1500,51376,27372,45,1500,2018-03,2017,0.5327779507941451,273.72,513.7600000000001,2018,03
18,180_2500,23532,20419,180,2500,2018-03,2017,0.8677120516743159,204.19000000000003,235.32000000000005,2018,03
19,135_1500,59707,26977,135,1500,2018-03,2017,0.45182306932185506,269.77000000000004,597.0700000000002,2018,03
20,0_3500,3387,2729,0,3500,2018-03,2017,0.8057277826985533,27.290000000000006,33.870000000000005,2018,03
21,225_4000,9,5,225,4000,2018-03,2017,0.5555555555555556,0.05000000000000001,0.09000000000000002,2018,03
22,90_1500,49408,26383,90,1500,2018-03,2017,0.5339823510362695,263.83000000000004,494.0800000000001,2018,03
23,135_3000,12382,10084,135,3000,2018-03,2017,0.8144080116297852,100.84000000000002,123.82000000000002,2018,03
24,45_4500,0,0,45,4500,2018-03,2017,,0.0,0.0,2018,03
25,225_2500,22701,19503,225,2500,2018-03,2017,0.8591251486718646,195.03000000000003,227.01000000000005,2018,03
26,270_3500,2746,2104,270,3500,2018-03,2017,0.7662053896576839,21.040000000000003,27.460000000000004,2018,03
27,315_3500,3532,2933,315,3500,2018-03,2017,0.8304077010192525,29.330000000000005,35.32000000000001,2018,03
28,45_2000,32185,27406,45,2000,2018-03,2017,0.8515146807519031,274.06000000000006,321.8500000000001,2018,03
29,90_3000,13201,10862,90,3000,2018-03,2017,0.8228164532989924,108.62000000000002,132.01000000000002,2018,03
30,180_3500,2232,1722,180,3500,2018-03,2017,0.771505376344086,17.220000000000002,22.320000000000004,2018,03
31,0_4500,0,0,0,4500,2018-03,2017,,0.0,0.0,2018,03
32,135_4000,14,10,135,4000,2018-03,2017,0.7142857142857143,0.10000000000000002,0.14,2018,03
33,90_2500,27594,24606,90,2500,2018-03,2017,0.8917155903457273,246.06000000000006,275.94000000000005,2018,03
34,135_2500,26251,23691,135,2500,2018-03,2017,0.9024799055274085,236.91000000000005,262.51000000000005,2018,03
35,315_2000,39226,32218,315,2000,2018-03,2017,0.821342986794473,322.18000000000006,392.2600000000001,2018,03
36,0_2000,35456,29335,0,2000,2018-03,2017,0.8273634927797834,293.3500000000001,354.56000000000006,2018,03
37,270_4500,0,0,270,4500,2018-03,2017,,0.0,0.0,2018,03
38,315_4500,0,0,315,4500,2018-03,2017,,0.0,0.0,2018,03
39,225_3500,2280,1800,225,3500,2018-03,2017,0.7894736842105263,18.000000000000004,22.800000000000004,2018,03
40,90_4000,20,15,90,4000,2018-03,2017,0.75,0.15000000000000002,0.20000000000000004,2018,03
41,270_2000,35246,29242,270,2000,2018-03,2017,0.8296544288713613,292.4200000000001,352.4600000000001,2018,03
42,315_1500,63820,30447,315,1500,2018-03,2017,0.4770761516765904,304.4700000000001,638.2000000000002,2018,03
43,180_2000,33139,28178,180,2000,2018-03,2017,0.8502972328676183,281.78000000000003,331.39000000000004,2018,03
44,180_4500,0,0,180,4500,2018-03,2017,,0.0,0.0,2018,03
45,45_3500,3164,2521,45,3500,2018-03,2017,0.7967762326169405,25.210000000000004,31.640000000000008,2018,03
46,0_1500,65477,31418,0,1500,2018-03,2017,0.4798326129786032,314.18000000000006,654.7700000000001,2018,03
47,270_1500,49944,25847,270,1500,2018-03,2017,0.5175196219766138,258.47,499.4400000000001,2018,03
48,90_3500,2915,2630,90,3500,2018-03,2017,0.902229845626072,26.300000000000004,29.150000000000006,2018,03
49,135_3500,2452,1979,135,3500,2018-03,2017,0.8070962479608483,19.790000000000003,24.520000000000003,2018,03
50,315_3000,15789,12428,315,3000,2018-03,2017,0.7871302805750839,124.28000000000003,157.89000000000004,2018,03
51,0_3000,15932,12589,0,3000,2018-03,2017,0.7901707255837308,125.89000000000003,159.32000000000002,2018,03
52,225_2000,27108,22810,225,2000,2018-03,2017,0.8414490187398554,228.10000000000005,271.08000000000004,2018,03
53,270_3000,14820,11019,270,3000,2018-03,2017,0.7435222672064777,110.19000000000003,148.20000000000002,2018,03
54,45_4000,7,5,45,4000,2018-03,2017,0.7142857142857143,0.05000000000000001,0.07,2018,03
55,225_4500,0,0,225,4500,2018-03,2017,,0.0,0.0,2018,03
0,180_3000,11089,10673,180,3000,2018-04,2017,0.9624853458382181,106.73000000000002,110.89000000000001,2018,04
1,45_2500,26276,25387,45,2500,2018-04,2017,0.966166844268534,253.87000000000006,262.76000000000005,2018,04
2,0_2500,26644,25475,0,2500,2018-04,2017,0.9561252064254616,254.75000000000006,266.44000000000005,2018,04
3,180_1500,60409,9360,180,1500,2018-04,2017,0.1549437997649357,93.60000000000002,604.0900000000001,2018,04
4,135_2000,35129,27371,135,2000,2018-04,2017,0.7791568219989182,273.71000000000004,351.2900000000001,2018,04
5,0_4000,20,20,0,4000,2018-04,2017,1.0,0.20000000000000004,0.20000000000000004,2018,04
6,225_3000,12675,12244,225,3000,2018-04,2017,0.9659960552268244,122.44000000000003,126.75000000000003,2018,04
7,315_4000,25,25,315,4000,2018-04,2017,1.0,0.25000000000000006,0.25000000000000006,2018,04
8,135_4500,0,0,135,4500,2018-04,2017,,0.0,0.0,2018,04
9,90_4500,0,0,90,4500,2018-04,2017,,0.0,0.0,2018,04
10,225_1500,46051,7829,225,1500,2018-04,2017,0.17000716596816573,78.29000000000002,460.5100000000001,2018,04
11,90_2000,34105,27795,90,2000,2018-04,2017,0.8149831403020085,277.95000000000005,341.05000000000007,2018,04
12,270_2500,30397,28295,270,2500,2018-04,2017,0.9308484389906899,282.95000000000005,303.9700000000001,2018,04
13,315_2500,30520,28585,315,2500,2018-04,2017,0.9365989515072084,285.8500000000001,305.20000000000005,2018,04
14,45_3000,14562,13917,45,3000,2018-04,2017,0.9557066337041615,139.17000000000002,145.62000000000003,2018,04
15,270_4000,15,15,270,4000,2018-04,2017,1.0,0.15000000000000002,0.15000000000000002,2018,04
16,180_4000,14,14,180,4000,2018-04,2017,1.0,0.14,0.14,2018,04
17,45_1500,51376,13253,45,1500,2018-04,2017,0.257960915602616,132.53000000000003,513.7600000000001,2018,04
18,180_2500,23532,22121,180,2500,2018-04,2017,0.9400390956994731,221.21000000000004,235.32000000000005,2018,04
19,135_1500,59707,11360,135,1500,2018-04,2017,0.19026244828914532,113.60000000000002,597.0700000000002,2018,04
20,0_3500,3387,3229,0,3500,2018-04,2017,0.9533510481251846,32.290000000000006,33.870000000000005,2018,04
21,225_4000,9,9,225,4000,2018-04,2017,1.0,0.09000000000000002,0.09000000000000002,2018,04
22,90_1500,49408,12422,90,1500,2018-04,2017,0.25141677461139894,124.22000000000003,494.0800000000001,2018,04
23,135_3000,12382,12089,135,3000,2018-04,2017,0.9763366176708125,120.89000000000003,123.82000000000002,2018,04
24,45_4500,0,0,45,4500,2018-04,2017,,0.0,0.0,2018,04
25,225_2500,22701,21410,225,2500,2018-04,2017,0.9431302585789172,214.10000000000005,227.01000000000005,2018,04
26,270_3500,2746,2579,270,3500,2018-04,2017,0.9391842680262199,25.790000000000006,27.460000000000004,2018,04
27,315_3500,3532,3310,315,3500,2018-04,2017,0.9371460928652322,33.10000000000001,35.32000000000001,2018,04
28,45_2000,32185,25781,45,2000,2018-04,2017,0.8010253223551344,257.81000000000006,321.8500000000001,2018,04
29,90_3000,13201,12788,90,3000,2018-04,2017,0.9687144913264146,127.88000000000002,132.01000000000002,2018,04
30,180_3500,2232,2121,180,3500,2018-04,2017,0.9502688172043011,21.210000000000004,22.320000000000004,2018,04
31,0_4500,0,0,0,4500,2018-04,2017,,0.0,0.0,2018,04
32,135_4000,14,14,135,4000,2018-04,2017,1.0,0.14,0.14,2018,04
33,90_2500,27594,26652,90,2500,2018-04,2017,0.9658621439443357,266.52000000000004,275.94000000000005,2018,04
34,135_2500,26251,25292,135,2500,2018-04,2017,0.9634680583596815,252.92000000000004,262.51000000000005,2018,04
35,315_2000,39226,27570,315,2000,2018-04,2017,0.7028501504104421,275.70000000000005,392.2600000000001,2018,04
36,0_2000,35456,26678,0,2000,2018-04,2017,0.7524255415162455,266.78000000000003,354.56000000000006,2018,04
37,270_4500,0,0,270,4500,2018-04,2017,,0.0,0.0,2018,04
38,315_4500,0,0,315,4500,2018-04,2017,,0.0,0.0,2018,04
39,225_3500,2280,2132,225,3500,2018-04,2017,0.9350877192982456,21.320000000000004,22.800000000000004,2018,04
40,90_4000,20,20,90,4000,2018-04,2017,1.0,0.20000000000000004,0.20000000000000004,2018,04
41,270_2000,35246,24772,270,2000,2018-04,2017,0.7028315269817852,247.72000000000006,352.4600000000001,2018,04
42,315_1500,63820,12201,315,1500,2018-04,2017,0.19117831400814791,122.01000000000002,638.2000000000002,2018,04
43,180_2000,33139,24067,180,2000,2018-04,2017,0.7262440025347777,240.67000000000004,331.39000000000004,2018,04
44,180_4500,0,0,180,4500,2018-04,2017,,0.0,0.0,2018,04
45,45_3500,3164,3003,45,3500,2018-04,2017,0.9491150442477876,30.030000000000005,31.640000000000008,2018,04
46,0_1500,65477,14124,0,1500,2018-04,2017,0.21570933304824594,141.24000000000004,654.7700000000001,2018,04
47,270_1500,49944,9756,270,1500,2018-04,2017,0.19533877943296493,97.56000000000002,499.4400000000001,2018,04
48,90_3500,2915,2852,90,3500,2018-04,2017,0.9783876500857633,28.520000000000007,29.150000000000006,2018,04
49,135_3500,2452,2403,135,3500,2018-04,2017,0.9800163132137031,24.030000000000005,24.520000000000003,2018,04
50,315_3000,15789,14760,315,3000,2018-04,2017,0.9348280448413452,147.60000000000002,157.89000000000004,2018,04
51,0_3000,15932,15271,0,3000,2018-04,2017,0.958511172483053,152.71000000000004,159.32000000000002,2018,04
52,225_2000,27108,18959,225,2000,2018-04,2017,0.6993876346465988,189.59000000000003,271.08000000000004,2018,04
53,270_3000,14820,13910,270,3000,2018-04,2017,0.9385964912280702,139.10000000000002,148.20000000000002,2018,04
54,45_4000,7,7,45,4000,2018-04,2017,1.0,0.07,0.07,2018,04
55,225_4500,0,0,225,4500,2018-04,2017,,0.0,0.0,2018,04
0,180_3000,11089,9646,180,3000,2018-05,2017,0.8698710433763188,96.46000000000002,110.89000000000001,2018,05
1,45_2500,26276,22044,45,2500,2018-05,2017,0.8389404780027402,220.44000000000005,262.76000000000005,2018,05
2,0_2500,26644,23415,0,2500,2018-05,2017,0.8788094880648551,234.15000000000003,266.44000000000005,2018,05
3,180_1500,60409,493,180,1500,2018-05,2017,0.00816103560727706,4.930000000000001,604.0900000000001,2018,05
4,135_2000,35129,8462,135,2000,2018-05,2017,0.24088360044407756,84.62000000000002,351.2900000000001,2018,05
5,0_4000,20,17,0,4000,2018-05,2017,0.85,0.17000000000000004,0.20000000000000004,2018,05
6,225_3000,12675,11326,225,3000,2018-05,2017,0.8935700197238658,113.26000000000002,126.75000000000003,2018,05
7,315_4000,25,24,315,4000,2018-05,2017,0.96,0.24000000000000005,0.25000000000000006,2018,05
8,135_4500,0,0,135,4500,2018-05,2017,,0.0,0.0,2018,05
9,90_4500,0,0,90,4500,2018-05,2017,,0.0,0.0,2018,05
10,225_1500,46051,285,225,1500,2018-05,2017,0.006188790688584396,2.8500000000000005,460.5100000000001,2018,05
11,90_2000,34105,10681,90,2000,2018-05,2017,0.3131798856472658,106.81000000000002,341.05000000000007,2018,05
12,270_2500,30397,21191,270,2500,2018-05,2017,0.6971411652465704,211.91000000000005,303.9700000000001,2018,05
13,315_2500,30520,24448,315,2500,2018-05,2017,0.801048492791612,244.48000000000005,305.20000000000005,2018,05
14,45_3000,14562,12818,45,3000,2018-05,2017,0.8802362312869111,128.18000000000004,145.62000000000003,2018,05
15,270_4000,15,13,270,4000,2018-05,2017,0.8666666666666667,0.13000000000000003,0.15000000000000002,2018,05
16,180_4000,14,12,180,4000,2018-05,2017,0.8571428571428571,0.12000000000000002,0.14,2018,05
17,45_1500,51376,668,45,1500,2018-05,2017,0.01300218000622859,6.6800000000000015,513.7600000000001,2018,05
18,180_2500,23532,16886,180,2500,2018-05,2017,0.7175760666326704,168.86000000000004,235.32000000000005,2018,05
19,135_1500,59707,695,135,1500,2018-05,2017,0.011640176193746127,6.950000000000001,597.0700000000002,2018,05
20,0_3500,3387,3179,0,3500,2018-05,2017,0.9385887215825214,31.790000000000006,33.870000000000005,2018,05
21,225_4000,9,6,225,4000,2018-05,2017,0.6666666666666666,0.06000000000000001,0.09000000000000002,2018,05
22,90_1500,49408,630,90,1500,2018-05,2017,0.012750971502590674,6.300000000000002,494.0800000000001,2018,05
23,135_3000,12382,11413,135,3000,2018-05,2017,0.9217412372799225,114.13000000000002,123.82000000000002,2018,05
24,45_4500,0,0,45,4500,2018-05,2017,,0.0,0.0,2018,05
