,class,wet,count,dry,aspect,elevation_below,year_month,season,percent_wet,km2_wet,km2_dry,km2_all,year,month
6,225_3000,572,12675,5026,225,3000,2017-12,2017,0.10217934976777421,5.7200000000000015,50.26000000000001,126.75000000000003,2017,12
7,315_4000,1,25,4,315,4000,2017-12,2017,0.2,0.010000000000000002,0.04000000000000001,0.25000000000000006,2017,12
8,135_4500,0,0,0,135,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
9,90_4500,0,0,0,90,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
10,225_1500,4298,46051,5887,225,1500,2017-12,2017,0.4219931271477663,42.98000000000001,58.87000000000001,460.5100000000001,2017,12
11,90_2000,2710,34105,10155,90,2000,2017-12,2017,0.2106490478041197,27.100000000000005,101.55000000000003,341.05000000000007,2017,12
12,270_2500,2648,30397,12889,270,2500,2017-12,2017,0.17043187230482076,26.480000000000004,128.89000000000001,303.9700000000001,2017,12
13,315_2500,3716,30520,13502,315,2500,2017-12,2017,0.21582065280520385,37.160000000000004,135.02000000000004,305.20000000000005,2017,12
14,45_3000,866,14562,7001,45,3000,2017-12,2017,0.11008008135248507,8.660000000000002,70.01000000000002,145.62000000000003,2017,12
15,270_4000,0,15,1,270,4000,2017-12,2017,0.0,0.0,0.010000000000000002,0.15000000000000002,2017,12
16,180_4000,0,14,3,180,4000,2017-12,2017,0.0,0.0,0.030000000000000006,0.14,2017,12
17,45_1500,4309,51376,4850,45,1500,2017-12,2017,0.4704662081013211,43.09000000000001,48.50000000000001,513.7600000000001,2017,12
18,180_2500,2289,23532,10427,180,2500,2017-12,2017,0.18000943692985216,22.890000000000004,104.27000000000002,235.32000000000005,2017,12
19,135_1500,4843,59707,8162,135,1500,2017-12,2017,0.37239523260284507,48.43000000000001,81.62000000000002,597.0700000000002,2017,12
20,0_3500,148,3387,1621,0,3500,2017-12,2017,0.08366308648954211,1.4800000000000002,16.210000000000004,33.870000000000005,2017,12
21,225_4000,0,9,1,225,4000,2017-12,2017,0.0,0.0,0.010000000000000002,0.09000000000000002,2017,12
22,90_1500,4966,49408,7015,90,1500,2017-12,2017,0.4144896085468659,49.66000000000001,70.15000000000002,494.0800000000001,2017,12
23,135_3000,772,12382,5017,135,3000,2017-12,2017,0.13335636552081534,7.7200000000000015,50.17000000000001,123.82000000000002,2017,12
24,45_4500,0,0,0,45,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
25,225_2500,1698,22701,10173,225,2500,2017-12,2017,0.14303765478898156,16.980000000000004,101.73000000000002,227.01000000000005,2017,12
26,270_3500,48,2746,839,270,3500,2017-12,2017,0.05411499436302142,0.4800000000000001,8.390000000000002,27.460000000000004,2017,12
27,315_3500,156,3532,1388,315,3500,2017-12,2017,0.10103626943005181,1.5600000000000003,13.880000000000003,35.32000000000001,2017,12
28,45_2000,2589,32185,8292,45,2000,2017-12,2017,0.23793768955059277,25.890000000000004,82.92000000000002,321.8500000000001,2017,12
29,90_3000,677,13201,5795,90,3000,2017-12,2017,0.1046044499381953,6.770000000000001,57.95000000000001,132.01000000000002,2017,12
30,180_3500,61,2232,680,180,3500,2017-12,2017,0.08232118758434548,0.6100000000000001,6.800000000000002,22.320000000000004,2017,12
31,0_4500,0,0,0,0,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
32,135_4000,0,14,0,135,4000,2017-12,2017,,0.0,0.0,0.14,2017,12
33,90_2500,3402,27594,11204,90,2500,2017-12,2017,0.23291797891277558,34.02,112.04000000000002,275.94000000000005,2017,12
34,135_2500,2609,26251,10994,135,2500,2017-12,2017,0.19179592736896273,26.090000000000003,109.94000000000003,262.51000000000005,2017,12
35,315_2000,1893,39226,6863,315,2000,2017-12,2017,0.21619460941068983,18.930000000000003,68.63000000000001,392.2600000000001,2017,12
36,0_2000,2175,35456,8209,0,2000,2017-12,2017,0.2094568567026194,21.750000000000004,82.09000000000002,354.56000000000006,2017,12
37,270_4500,0,0,0,270,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
38,315_4500,0,0,0,315,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
39,225_3500,48,2280,623,225,3500,2017-12,2017,0.07153502235469449,0.4800000000000001,6.230000000000001,22.800000000000004,2017,12
40,90_4000,0,20,1,90,4000,2017-12,2017,0.0,0.0,0.010000000000000002,0.20000000000000004,2017,12
41,270_2000,1633,35246,5832,270,2000,2017-12,2017,0.2187541862022773,16.330000000000002,58.320000000000014,352.4600000000001,2017,12
42,315_1500,4153,63820,4725,315,1500,2017-12,2017,0.4677855372831719,41.53000000000001,47.25000000000001,638.2000000000002,2017,12
43,180_2000,1302,33139,10411,180,2000,2017-12,2017,0.1111585417911722,13.020000000000003,104.11000000000001,331.39000000000004,2017,12
44,180_4500,0,0,0,180,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
45,45_3500,138,3164,1208,45,3500,2017-12,2017,0.1025260029717682,1.3800000000000003,12.080000000000002,31.640000000000008,2017,12
46,0_1500,4192,65477,4812,0,1500,2017-12,2017,0.46557085739671256,41.92000000000001,48.12000000000001,654.7700000000001,2017,12
47,270_1500,3957,49944,5023,270,1500,2017-12,2017,0.44064587973273944,39.57000000000001,50.23000000000001,499.4400000000001,2017,12
48,90_3500,77,2915,1008,90,3500,2017-12,2017,0.07096774193548387,0.7700000000000001,10.080000000000002,29.150000000000006,2017,12
49,135_3500,51,2452,856,135,3500,2017-12,2017,0.05622932745314223,0.5100000000000001,8.560000000000002,24.520000000000003,2017,12
50,315_3000,865,15789,7536,315,3000,2017-12,2017,0.1029639328651351,8.650000000000002,75.36000000000001,157.89000000000004,2017,12
51,0_3000,1178,15932,8493,0,3000,2017-12,2017,0.12180746561886051,11.780000000000003,84.93000000000002,159.32000000000002,2017,12
52,225_2000,1093,27108,6956,225,2000,2017-12,2017,0.13579326624425395,10.930000000000001,69.56000000000002,271.08000000000004,2017,12
53,270_3000,545,14820,6135,270,3000,2017-12,2017,0.0815868263473054,5.450000000000001,61.35000000000001,148.20000000000002,2017,12
54,45_4000,0,7,0,45,4000,2017-12,2017,,0.0,0.0,0.07,2017,12
55,225_4500,0,0,0,225,4500,2017-12,2017,,0.0,0.0,0.0,2017,12
0,180_3000,931,11089,6597,180,3000,2018-01,2017,0.12367162592986185,9.310000000000002,65.97000000000001,110.89000000000001,2018,01
1,45_2500,1706,26276,15793,45,2500,2018-01,2017,0.09749128521629807,17.060000000000002,157.93000000000004,262.76000000000005,2018,01
2,0_2500,2155,26644,16579,0,2500,2018-01,2017,0.11503149354115512,21.550000000000004,165.79000000000002,266.44000000000005,2018,01
3,180_1500,5666,60409,7546,180,1500,2018-01,2017,0.4288525582803512,56.66000000000001,75.46000000000001,604.0900000000001,2018,01
4,135_2000,2682,35129,10853,135,2000,2018-01,2017,0.1981529368304396,26.820000000000004,108.53000000000002,351.2900000000001,2018,01
5,0_4000,0,20,6,0,4000,2018-01,2017,0.0,0.0,0.06000000000000001,0.20000000000000004,2018,01
6,225_3000,741,12675,8916,225,3000,2018-01,2017,0.07673190431811122,7.410000000000001,89.16000000000001,126.75000000000003,2018,01
7,315_4000,2,25,10,315,4000,2018-01,2017,0.16666666666666666,0.020000000000000004,0.10000000000000002,0.25000000000000006,2018,01
8,135_4500,0,0,0,135,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
9,90_4500,0,0,0,90,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
10,225_1500,5087,46051,6442,225,1500,2018-01,2017,0.44123514615317894,50.87000000000001,64.42000000000002,460.5100000000001,2018,01
11,90_2000,1649,34105,11633,90,2000,2018-01,2017,0.12415298900767957,16.490000000000002,116.33000000000003,341.05000000000007,2018,01
12,270_2500,2290,30397,18026,270,2500,2018-01,2017,0.11271903918094113,22.900000000000006,180.26000000000005,303.9700000000001,2018,01
13,315_2500,2172,30520,18238,315,2500,2018-01,2017,0.10641842234198923,21.720000000000006,182.38000000000002,305.20000000000005,2018,01
14,45_3000,744,14562,8667,45,3000,2018-01,2017,0.07905642333439591,7.440000000000001,86.67000000000002,145.62000000000003,2018,01
15,270_4000,0,15,6,270,4000,2018-01,2017,0.0,0.0,0.06000000000000001,0.15000000000000002,2018,01
16,180_4000,1,14,3,180,4000,2018-01,2017,0.25,0.010000000000000002,0.030000000000000006,0.14,2018,01
17,45_1500,3859,51376,6162,45,1500,2018-01,2017,0.3850913082526694,38.59000000000001,61.62000000000001,513.7600000000001,2018,01
18,180_2500,1627,23532,13907,180,2500,2018-01,2017,0.1047379940775074,16.270000000000003,139.07000000000002,235.32000000000005,2018,01
19,135_1500,5005,59707,8221,135,1500,2018-01,2017,0.37842129139573566,50.05000000000001,82.21000000000002,597.0700000000002,2018,01
20,0_3500,176,3387,2390,0,3500,2018-01,2017,0.06858924395947,1.7600000000000002,23.900000000000006,33.870000000000005,2018,01
21,225_4000,0,9,2,225,4000,2018-01,2017,0.0,0.0,0.020000000000000004,0.09000000000000002,2018,01
22,90_1500,4268,49408,7594,90,1500,2018-01,2017,0.35980441746754344,42.68000000000001,75.94000000000001,494.0800000000001,2018,01
23,135_3000,627,12382,6413,135,3000,2018-01,2017,0.0890625,6.270000000000001,64.13000000000001,123.82000000000002,2018,01
24,45_4500,0,0,0,45,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
25,225_2500,1389,22701,15912,225,2500,2018-01,2017,0.08028437662562858,13.890000000000002,159.12000000000003,227.01000000000005,2018,01
26,270_3500,104,2746,1736,270,3500,2018-01,2017,0.05652173913043478,1.0400000000000003,17.360000000000003,27.460000000000004,2018,01
27,315_3500,151,3532,2289,315,3500,2018-01,2017,0.061885245901639345,1.5100000000000002,22.890000000000004,35.32000000000001,2018,01
28,45_2000,1143,32185,10720,45,2000,2018-01,2017,0.09634999578521453,11.430000000000001,107.20000000000002,321.8500000000001,2018,01
29,90_3000,506,13201,6626,90,3000,2018-01,2017,0.07094784071789119,5.060000000000001,66.26000000000002,132.01000000000002,2018,01
30,180_3500,169,2232,1298,180,3500,2018-01,2017,0.11520109066121335,1.6900000000000004,12.980000000000002,22.320000000000004,2018,01
31,0_4500,0,0,0,0,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
32,135_4000,0,14,2,135,4000,2018-01,2017,0.0,0.0,0.020000000000000004,0.14,2018,01
33,90_2500,1546,27594,13476,90,2500,2018-01,2017,0.10291572360537878,15.460000000000003,134.76000000000002,275.94000000000005,2018,01
34,135_2500,1200,26251,13753,135,2500,2018-01,2017,0.08025145455761386,12.000000000000002,137.53000000000003,262.51000000000005,2018,01
35,315_2000,1155,39226,9226,315,2000,2018-01,2017,0.1112609575185435,11.550000000000002,92.26000000000002,392.2600000000001,2018,01
36,0_2000,1207,35456,10321,0,2000,2018-01,2017,0.10470159611380986,12.070000000000002,103.21000000000002,354.56000000000006,2018,01
37,270_4500,0,0,0,270,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
38,315_4500,0,0,0,315,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
39,225_3500,118,2280,1528,225,3500,2018-01,2017,0.07168894289185905,1.1800000000000002,15.280000000000003,22.800000000000004,2018,01
40,90_4000,0,20,3,90,4000,2018-01,2017,0.0,0.0,0.030000000000000006,0.20000000000000004,2018,01
41,270_2000,1236,35246,8628,270,2000,2018-01,2017,0.12530413625304138,12.360000000000003,86.28000000000002,352.4600000000001,2018,01
42,315_1500,4276,63820,5966,315,1500,2018-01,2017,0.41749658269869167,42.760000000000005,59.66000000000001,638.2000000000002,2018,01
43,180_2000,3181,33139,10274,180,2000,2018-01,2017,0.23641768859160164,31.810000000000006,102.74000000000002,331.39000000000004,2018,01
44,180_4500,0,0,0,180,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
45,45_3500,190,3164,1910,45,3500,2018-01,2017,0.09047619047619047,1.9000000000000004,19.100000000000005,31.640000000000008,2018,01
46,0_1500,4139,65477,6022,0,1500,2018-01,2017,0.4073417970672178,41.39000000000001,60.22000000000001,654.7700000000001,2018,01
47,270_1500,4316,49944,6204,270,1500,2018-01,2017,0.4102661596958175,43.16000000000001,62.04000000000001,499.4400000000001,2018,01
48,90_3500,151,2915,1513,90,3500,2018-01,2017,0.0907451923076923,1.5100000000000002,15.130000000000003,29.150000000000006,2018,01
49,135_3500,98,2452,1439,135,3500,2018-01,2017,0.06376057254391672,0.9800000000000002,14.390000000000002,24.520000000000003,2018,01
50,315_3000,746,15789,10175,315,3000,2018-01,2017,0.06830876293379727,7.460000000000002,101.75000000000001,157.89000000000004,2018,01
51,0_3000,982,15932,10695,0,3000,2018-01,2017,0.0840969427078873,9.820000000000002,106.95000000000002,159.32000000000002,2018,01
52,225_2000,1802,27108,8614,225,2000,2018-01,2017,0.1730030721966206,18.020000000000003,86.14000000000001,271.08000000000004,2018,01
53,270_3000,603,14820,9366,270,3000,2018-01,2017,0.06048751128498345,6.030000000000001,93.66000000000003,148.20000000000002,2018,01
54,45_4000,0,7,1,45,4000,2018-01,2017,0.0,0.0,0.010000000000000002,0.07,2018,01
55,225_4500,0,0,0,225,4500,2018-01,2017,,0.0,0.0,0.0,2018,01
0,180_3000,265,11089,4883,180,3000,2018-02,2017,0.05147630147630148,2.6500000000000004,48.83000000000001,110.89000000000001,2018,02
1,45_2500,1384,26276,12567,45,2500,2018-02,2017,0.09920435811052972,13.840000000000003,125.67000000000003,262.76000000000005,2018,02
2,0_2500,1448,26644,14091,0,2500,2018-02,2017,0.09318488963253749,14.480000000000002,140.91000000000003,266.44000000000005,2018,02
3,180_1500,1174,60409,4884,180,1500,2018-02,2017,0.19379333113238692,11.740000000000002,48.84000000000001,604.0900000000001,2018,02
4,135_2000,782,35129,8609,135,2000,2018-02,2017,0.08327121712277713,7.820000000000001,86.09000000000002,351.2900000000001,2018,02
5,0_4000,0,20,5,0,4000,2018-02,2017,0.0,0.0,0.05000000000000001,0.20000000000000004,2018,02
6,225_3000,236,12675,5366,225,3000,2018-02,2017,0.04212781149589433,2.3600000000000003,53.66000000000001,126.75000000000003,2018,02
7,315_4000,0,25,4,315,4000,2018-02,2017,0.0,0.0,0.04000000000000001,0.25000000000000006,2018,02
8,135_4500,0,0,0,135,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
9,90_4500,0,0,0,90,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
10,225_1500,1016,46051,4167,225,1500,2018-02,2017,0.19602546787574765,10.160000000000002,41.67000000000001,460.5100000000001,2018,02
11,90_2000,392,34105,9267,90,2000,2018-02,2017,0.04058391137798944,3.920000000000001,92.67000000000002,341.05000000000007,2018,02
12,270_2500,1136,30397,14156,270,2500,2018-02,2017,0.07428720899816897,11.360000000000003,141.56000000000003,303.9700000000001,2018,02
13,315_2500,1221,30520,15540,315,2500,2018-02,2017,0.0728476821192053,12.210000000000003,155.40000000000003,305.20000000000005,2018,02
14,45_3000,526,14562,6353,45,3000,2018-02,2017,0.07646460241314144,5.260000000000001,63.530000000000015,145.62000000000003,2018,02
15,270_4000,1,15,3,270,4000,2018-02,2017,0.25,0.010000000000000002,0.030000000000000006,0.15000000000000002,2018,02
16,180_4000,0,14,0,180,4000,2018-02,2017,,0.0,0.0,0.14,2018,02
17,45_1500,1430,51376,5904,45,1500,2018-02,2017,0.19498227433869647,14.300000000000002,59.04000000000001,513.7600000000001,2018,02
18,180_2500,740,23532,10905,180,2500,2018-02,2017,0.0635465865178188,7.400000000000001,109.05000000000003,235.32000000000005,2018,02
19,135_1500,1436,59707,5861,135,1500,2018-02,2017,0.19679320268603537,14.360000000000003,58.610000000000014,597.0700000000002,2018,02
20,0_3500,86,3387,1257,0,3500,2018-02,2017,0.06403574087862993,0.8600000000000002,12.570000000000002,33.870000000000005,2018,02
21,225_4000,0,9,0,225,4000,2018-02,2017,,0.0,0.0,0.09000000000000002,2018,02
22,90_1500,1359,49408,5961,90,1500,2018-02,2017,0.18565573770491803,13.590000000000003,59.610000000000014,494.0800000000001,2018,02
23,135_3000,308,12382,5496,135,3000,2018-02,2017,0.05306685044796692,3.0800000000000005,54.96000000000001,123.82000000000002,2018,02
24,45_4500,0,0,0,45,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
25,225_2500,494,22701,10793,225,2500,2018-02,2017,0.0437671657659254,4.940000000000001,107.93000000000002,227.01000000000005,2018,02
26,270_3500,37,2746,650,270,3500,2018-02,2017,0.053857350800582245,0.37000000000000005,6.500000000000001,27.460000000000004,2018,02
27,315_3500,63,3532,988,315,3500,2018-02,2017,0.05994291151284491,0.6300000000000001,9.880000000000003,35.32000000000001,2018,02
28,45_2000,352,32185,8545,45,2000,2018-02,2017,0.0395638979431269,3.5200000000000005,85.45000000000002,321.8500000000001,2018,02
29,90_3000,379,13201,5135,90,3000,2018-02,2017,0.06873413130214001,3.790000000000001,51.35000000000001,132.01000000000002,2018,02
30,180_3500,45,2232,688,180,3500,2018-02,2017,0.061391541609822645,0.45000000000000007,6.880000000000002,22.320000000000004,2018,02
31,0_4500,0,0,0,0,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
32,135_4000,1,14,1,135,4000,2018-02,2017,0.5,0.010000000000000002,0.010000000000000002,0.14,2018,02
33,90_2500,1367,27594,10730,90,2500,2018-02,2017,0.11300322393981979,13.670000000000003,107.30000000000003,275.94000000000005,2018,02
34,135_2500,783,26251,11564,135,2500,2018-02,2017,0.06341621446505225,7.830000000000002,115.64000000000003,262.51000000000005,2018,02
35,315_2000,390,39226,7359,315,2000,2018-02,2017,0.05032907471931862,3.900000000000001,73.59000000000002,392.2600000000001,2018,02
36,0_2000,353,35456,8658,0,2000,2018-02,2017,0.03917434247031406,3.5300000000000007,86.58000000000001,354.56000000000006,2018,02
37,270_4500,0,0,0,270,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
38,315_4500,0,0,0,315,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
39,225_3500,33,2280,513,225,3500,2018-02,2017,0.06043956043956044,0.33000000000000007,5.130000000000001,22.800000000000004,2018,02
40,90_4000,0,20,4,90,4000,2018-02,2017,0.0,0.0,0.04000000000000001,0.20000000000000004,2018,02
41,270_2000,506,35246,5672,270,2000,2018-02,2017,0.08190352865004856,5.060000000000001,56.72000000000001,352.4600000000001,2018,02
42,315_1500,1585,63820,6709,315,1500,2018-02,2017,0.19110200144682904,15.850000000000003,67.09000000000002,638.2000000000002,2018,02
43,180_2000,746,33139,7628,180,2000,2018-02,2017,0.08908526391210891,7.460000000000002,76.28000000000002,331.39000000000004,2018,02
44,180_4500,0,0,0,180,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
45,45_3500,91,3164,1205,45,3500,2018-02,2017,0.07021604938271606,0.9100000000000001,12.050000000000002,31.640000000000008,2018,02
46,0_1500,1649,65477,6933,0,1500,2018-02,2017,0.1921463528315078,16.490000000000002,69.33000000000001,654.7700000000001,2018,02
47,270_1500,1218,49944,5292,270,1500,2018-02,2017,0.1870967741935484,12.180000000000001,52.92000000000001,499.4400000000001,2018,02
48,90_3500,79,2915,1147,90,3500,2018-02,2017,0.06443719412724307,0.7900000000000001,11.470000000000002,29.150000000000006,2018,02
49,135_3500,38,2452,909,135,3500,2018-02,2017,0.04012671594508976,0.38000000000000006,9.090000000000002,24.520000000000003,2018,02
50,315_3000,326,15789,7596,315,3000,2018-02,2017,0.04115122443827316,3.2600000000000007,75.96000000000001,157.89000000000004,2018,02
51,0_3000,542,15932,8355,0,3000,2018-02,2017,0.060919411037428345,5.420000000000001,83.55000000000001,159.32000000000002,2018,02
52,225_2000,249,27108,5417,225,2000,2018-02,2017,0.04394634662901518,2.4900000000000007,54.17000000000001,271.08000000000004,2018,02
53,270_3000,271,14820,6583,270,3000,2018-02,2017,0.0395389553545375,2.7100000000000004,65.83000000000001,148.20000000000002,2018,02
54,45_4000,0,7,2,45,4000,2018-02,2017,0.0,0.0,0.020000000000000004,0.07,2018,02
55,225_4500,0,0,0,225,4500,2018-02,2017,,0.0,0.0,0.0,2018,02
0,180_3000,619,11089,3409,180,3000,2018-03,2017,0.15367428003972194,6.190000000000001,34.09,110.89000000000001,2018,03
1,45_2500,2210,26276,12384,45,2500,2018-03,2017,0.1514320953816637,22.100000000000005,123.84000000000002,262.76000000000005,2018,03
2,0_2500,2305,26644,13204,0,2500,2018-03,2017,0.14862337997291894,23.050000000000004,132.04000000000002,266.44000000000005,2018,03
3,180_1500,4773,60409,2410,180,1500,2018-03,2017,0.6644855909786997,47.73000000000001,24.100000000000005,604.0900000000001,2018,03
4,135_2000,6650,35129,6892,135,2000,2018-03,2017,0.4910648353271304,66.50000000000001,68.92000000000002,351.2900000000001,2018,03
5,0_4000,0,20,5,0,4000,2018-03,2017,0.0,0.0,0.05000000000000001,0.20000000000000004,2018,03
6,225_3000,505,12675,3888,225,3000,2018-03,2017,0.11495561119963578,5.050000000000001,38.88000000000001,126.75000000000003,2018,03
7,315_4000,2,25,12,315,4000,2018-03,2017,0.14285714285714285,0.020000000000000004,0.12000000000000002,0.25000000000000006,2018,03
8,135_4500,0,0,0,135,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
9,90_4500,0,0,0,90,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
10,225_1500,4191,46051,2071,225,1500,2018-03,2017,0.6692749920153306,41.91000000000001,20.710000000000004,460.5100000000001,2018,03
11,90_2000,4159,34105,9524,90,2000,2018-03,2017,0.3039538112986918,41.59000000000001,95.24000000000002,341.05000000000007,2018,03
12,270_2500,2751,30397,11179,270,2500,2018-03,2017,0.19748743718592965,27.510000000000005,111.79000000000002,303.9700000000001,2018,03
13,315_2500,2241,30520,13500,315,2500,2018-03,2017,0.1423670668953688,22.410000000000004,135.00000000000003,305.20000000000005,2018,03
14,45_3000,875,14562,5994,45,3000,2018-03,2017,0.12738389867520744,8.750000000000002,59.94000000000001,145.62000000000003,2018,03
15,270_4000,0,15,5,270,4000,2018-03,2017,0.0,0.0,0.05000000000000001,0.15000000000000002,2018,03
16,180_4000,0,14,3,180,4000,2018-03,2017,0.0,0.0,0.030000000000000006,0.14,2018,03
17,45_1500,6368,51376,2689,45,1500,2018-03,2017,0.7031025725957822,63.680000000000014,26.890000000000004,513.7600000000001,2018,03
18,180_2500,3044,23532,7108,180,2500,2018-03,2017,0.2998423955870764,30.440000000000005,71.08000000000001,235.32000000000005,2018,03
19,135_1500,6159,59707,3166,135,1500,2018-03,2017,0.6604825737265415,61.59000000000001,31.660000000000007,597.0700000000002,2018,03
20,0_3500,208,3387,1815,0,3500,2018-03,2017,0.1028175976272862,2.0800000000000005,18.150000000000002,33.870000000000005,2018,03
21,225_4000,0,9,0,225,4000,2018-03,2017,,0.0,0.0,0.09000000000000002,2018,03
22,90_1500,6758,49408,3164,90,1500,2018-03,2017,0.681112678895384,67.58000000000001,31.640000000000008,494.0800000000001,2018,03
23,135_3000,973,12382,4781,135,3000,2018-03,2017,0.16909975669099755,9.730000000000002,47.81000000000001,123.82000000000002,2018,03
24,45_4500,0,0,0,45,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
25,225_2500,2543,22701,8242,225,2500,2018-03,2017,0.23579044969865554,25.430000000000003,82.42000000000002,227.01000000000005,2018,03
26,270_3500,127,2746,1063,270,3500,2018-03,2017,0.10672268907563025,1.2700000000000002,10.630000000000003,27.460000000000004,2018,03
27,315_3500,241,3532,1553,315,3500,2018-03,2017,0.1343366778149387,2.4100000000000006,15.530000000000003,35.32000000000001,2018,03
28,45_2000,3279,32185,8970,45,2000,2018-03,2017,0.2676953220671075,32.790000000000006,89.70000000000002,321.8500000000001,2018,03
29,90_3000,803,13201,5319,90,3000,2018-03,2017,0.13116628552760537,8.030000000000001,53.19000000000001,132.01000000000002,2018,03
30,180_3500,98,2232,1057,180,3500,2018-03,2017,0.08484848484848485,0.9800000000000002,10.570000000000002,22.320000000000004,2018,03
31,0_4500,0,0,0,0,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
32,135_4000,1,14,4,135,4000,2018-03,2017,0.2,0.010000000000000002,0.04000000000000001,0.14,2018,03
33,90_2500,2144,27594,9472,90,2500,2018-03,2017,0.18457300275482094,21.440000000000005,94.72000000000001,275.94000000000005,2018,03
34,135_2500,2559,26251,7630,135,2500,2018-03,2017,0.25115320443615663,25.590000000000003,76.30000000000001,262.51000000000005,2018,03
35,315_2000,2869,39226,6799,315,2000,2018-03,2017,0.29675217211419114,28.690000000000005,67.99000000000001,392.2600000000001,2018,03
36,0_2000,2779,35456,8700,0,2000,2018-03,2017,0.24209425908180154,27.790000000000006,87.00000000000001,354.56000000000006,2018,03
37,270_4500,0,0,0,270,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
38,315_4500,0,0,0,315,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
39,225_3500,94,2280,698,225,3500,2018-03,2017,0.11868686868686869,0.9400000000000002,6.980000000000001,22.800000000000004,2018,03
40,90_4000,0,20,5,90,4000,2018-03,2017,0.0,0.0,0.05000000000000001,0.20000000000000004,2018,03
41,270_2000,4044,35246,4596,270,2000,2018-03,2017,0.46805555555555556,40.440000000000005,45.96000000000001,352.4600000000001,2018,03
42,315_1500,5900,63820,2763,315,1500,2018-03,2017,0.6810573704259495,59.000000000000014,27.630000000000006,638.2000000000002,2018,03
43,180_2000,7339,33139,4477,180,2000,2018-03,2017,0.6211069735951252,73.39000000000001,44.77000000000001,331.39000000000004,2018,03
44,180_4500,0,0,0,180,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
45,45_3500,259,3164,1795,45,3500,2018-03,2017,0.12609542356377798,2.5900000000000003,17.950000000000003,31.640000000000008,2018,03
46,0_1500,6432,65477,3041,0,1500,2018-03,2017,0.678982370949013,64.32000000000001,30.410000000000007,654.7700000000001,2018,03
47,270_1500,4994,49944,2345,270,1500,2018-03,2017,0.6804741790434664,49.94000000000001,23.450000000000003,499.4400000000001,2018,03
48,90_3500,256,2915,1917,90,3500,2018-03,2017,0.11780947998159227,2.5600000000000005,19.170000000000005,29.150000000000006,2018,03
49,135_3500,163,2452,1720,135,3500,2018-03,2017,0.08656399362719065,1.6300000000000003,17.200000000000003,24.520000000000003,2018,03
50,315_3000,816,15789,5889,315,3000,2018-03,2017,0.12170022371364653,8.160000000000002,58.890000000000015,157.89000000000004,2018,03
51,0_3000,1038,15932,6933,0,3000,2018-03,2017,0.1302220549491908,10.380000000000003,69.33000000000001,159.32000000000002,2018,03
52,225_2000,5056,27108,3376,225,2000,2018-03,2017,0.5996204933586338,50.56000000000001,33.760000000000005,271.08000000000004,2018,03
53,270_3000,545,14820,4496,270,3000,2018-03,2017,0.10811346954969252,5.450000000000001,44.96000000000001,148.20000000000002,2018,03
54,45_4000,0,7,1,45,4000,2018-03,2017,0.0,0.0,0.010000000000000002,0.07,2018,03
55,225_4500,0,0,0,225,4500,2018-03,2017,,0.0,0.0,0.0,2018,03
0,180_3000,7349,11089,61,180,3000,2018-04,2017,0.9917678812415655,73.49000000000001,0.6100000000000001,110.89000000000001,2018,04
1,45_2500,19293,26276,1511,45,2500,2018-04,2017,0.9273697365891175,192.93000000000004,15.110000000000003,262.76000000000005,2018,04
2,0_2500,18505,26644,1157,0,2500,2018-04,2017,0.941155528430475,185.05000000000004,11.570000000000002,266.44000000000005,2018,04
3,180_1500,860,60409,478,180,1500,2018-04,2017,0.6427503736920778,8.600000000000001,4.780000000000001,604.0900000000001,2018,04
4,135_2000,12622,35129,2805,135,2000,2018-04,2017,0.8181759253257276,126.22000000000003,28.050000000000004,351.2900000000001,2018,04
5,0_4000,4,20,12,0,4000,2018-04,2017,0.25,0.04000000000000001,0.12000000000000002,0.20000000000000004,2018,04
6,225_3000,6832,12675,127,225,3000,2018-04,2017,0.9817502514729127,68.32000000000001,1.2700000000000002,126.75000000000003,2018,04
